Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote
ROM	8	11	jlc9			0	If the Spirit ... lives in you	"पौलुस मानता है कि पवित्र-आत्मा अपने पाठकों में रहता है। वैकल्पिक अनुवाद: ""जब से आत्मा ... तुम में रहता है"""
ROM	8	11	b9pu			0	of him who raised	परमेश्वर का , जिसने उठाया 
ROM	8	11	jr6p	figs-idiom		0	raised Jesus	"जी उठाना यहाँ किसी ऐसे व्यक्ति को जो मर चुका है फिर से जीवित कर देने के लिए एक मुहावरा है। वैकल्पिक अनुवाद: ""यीशु के फिर से जीवित होने का कारण बना"" (देखें: [[rc://en/ta/man/translate/figs-idiom]])"
ROM	8	11	t27d			0	mortal bodies	"भौतिक शरीर या ""शरीर, जो किसी दिन मर जाएगा"""
ROM	8	12	mv1r			0	So then	क्योंकि जो मैंने अभी तुमको बताया है वह सच है
ROM	8	12	qw5b			0	brothers	यहाँ इसका अर्थ पुरुष और महिला सहित दोनों संगी विश्वासी है।
ROM	8	12	e3j8	figs-metaphor		0	we are debtors	"पौलुस आज्ञा मानने की बात ऐसे कर रहा है जैसे कि वह कर्ज चुका रहा हो। वैकल्पिक अनुवाद: ""हमें आज्ञा का पालन करने की आवश्यकता है"" (देखें: [[rc://en/ta/man/translate/figs-metaphor]])"
ROM	8	12	fb3m	figs-ellipsis		0	but not to the flesh to live according to the flesh	"फिर से पौलुस ने आज्ञा मानने की बात ऐसे की जैसे कि वह एक कर्ज वापस कर रहा हो। आप निहित शब्द ""कर्जदार"" शामिल कर सकते हैं। वैकल्पिक अनुवाद: ""लेकिन हम शरीर के ऋणी नहीं हैं, और हमें अपनी पापपूर्ण इच्छाओं का पालन नहीं करना है"" (देखें: [[rc://en/ta/man/translate/figs-ellipsis]] और [[rc://en/ta/man/translate/figs-metaphor]])"
ROM	8	13	ri75			0	For if you live according to the flesh	क्योंकि यदि तुम केवल अपनी पापी इच्छाओं को खुश करने के लिए जीते हो
ROM	8	13	b9n5			0	you are about to die	तुम निश्चित रूप से परमेश्वर से अलग हो जाओगे
ROM	8	13	ld2h	figs-metaphor		0	but if by the Spirit you put to death the body's actions	"पौलुस ""बूढ़े आदमी/शरीर"" की बात ऐसे करता है, जो मसीह के साथ क्रूस पर चढ़ाया गया, वह व्यक्ति जो अपनी पापपूर्ण इच्छाओं के लिए जिम्मेदार है। वैकल्पिक अनुवाद: ""लेकिन अगर पवित्र-आत्मा की सामर्थ से तुम अपनी पापी इच्छाओं का पालन करना बंद कर देते हो"" (देखें: [[rc://en/ta/man/translate/figs-metaphor]])"
ROM	8	14	u8pv	figs-activepassive		0	For as many as are led by the Spirit of God	"आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""उन सभी मनुष्यों के लिए जिनकी परमेश्वर की आत्मा अगुवाई करता है"" (देखें: [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	8	14	gd1i			0	sons of God	"यहाँ इसका अर्थ है वे सभी विश्वासी जो यीशु में हैं और अक्सर इसका अनुवाद ""परमेश्वर के बच्चे"" के रूप में किया जाता है।"
ROM	8	15	ecq3			0	by which we cry	जो हमें रोने देता है
ROM	8	15	vxs9	translate-unknown		0	Abba, Father	"अब्बा अरामी भाषा में ""पिता"" है। (देखें: [[rc://en/ta/man/translate/translate-unknown]] और [[rc://en/ta/man/translate/translate-names]])
ROM    8    17    पौलुस मसीही विश्वासियों की बात ऐसे करता है जैसे कि वे एक परिवार के सदस्य की संपत्ति पाएँगे और उसके वारिस होंगे। वैकल्पिक अनुवाद: ""हम भी एक दिन वह प्राप्त करेंगे जो परमेश्वर ने हमसे वादा किया है"" (देखें: [[rc://en/ta/man/translate/figs-metaphor]])
ROM    8    17    पौलुस मसीही विश्वासियों की बात ऐसे करता है जैसे कि वे एक परिवार के सदस्य की संपत्ति पाएँगे और उसके वारिस होंगे। परमेश्वर हमें वह देगा जो वह मसीह को देता है। वैकल्पिक अनुवाद: ""हम भी वही प्राप्त करेंगे जो परमेश्वर ने हमें और मसीह को एक साथ देने का वादा किया है"" (देखें: [[rc://en/ta/man/translate/figs-metaphor]])
ROM    8    17    जब वह मसीह का सम्मान करता है तो परमेश्वर मसीही विश्वासियों का सम्मान करेगा। आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""कि परमेश्वर उसके साथ-साथ हमारी महिमा करे"" (देखें: [[rc://en/ta/man/translate/figs-activepassive]])
ROM    8    18    पौलुस हमें विश्वासियों के रूप में याद दिलाता है कि इस खंड में हमारे शरीर के छुटकारे पर हमारे शरीर को बदल दिया जाएगा जो कि [रोमियों 8:25](../08/25.md) में समाप्त होता है।
ROM    8    18    यह ""मैं विचार करता हूँ"" पर जोर देता है। इसका अर्थ यह नहीं है ""क्योंकि।"""
ROM	8	18	b3b1	figs-activepassive		0	I consider that ... are not worthy to be compared with	"आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""मैं इस समय के कष्टों की तुलना नहीं कर सकता"" (देखें: [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	8	18	jjb8	figs-activepassive		0	will be revealed	"आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""परमेश्वर प्रकट करेगा"" या ""परमेश्वर ज्ञात कराएगा"" (देखें: [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	8	19	d911	figs-personification		0	the eager expectation of the creation waits for	पौलुस उस सब कुछ का वर्णन करता है जिसे परमेश्वर ने एक ऐसे व्यक्ति के रूप में बनाया है जो किसी चीज का बेताबी से प्रतीक्षा करता है। (देखें: [[rc://en/ta/man/translate/figs-personification]])
ROM	8	19	dm6s	figs-activepassive		0	for the revealing of the sons of God	"आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""उस समय के लिए जब परमेश्वर अपने बच्चों पर प्रकट करेगा"" (देखें: [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	8	19	sr2p			0	sons of God	"यहाँ इसका अर्थ यीशु में सभी विश्वासियों से है। आप इसका अनुवाद ""परमेश्वर के बच्चे"" के रूप में भी कर सकते हैं।"
ROM	8	20	l9ab	figs-activepassive		0	For the creation was subjected to futility	"आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""क्योंकि परमेश्वर ने जो बनाया था उसने उसे वह हासिल करने में असमर्थ कर दिया जो वह चाहता था"" (देखें: [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	8	20	yvl3	figs-personification		0	not of its own will, but because of him who subjected it	"यहाँ पौलुस एक ऐसे व्यक्ति के रूप में ""सृष्टि"" का वर्णन करता है जो इच्छा कर सकता है। वैकल्पिक अनुवाद: ""इसलिए नहीं कि यह उचित चीज़े चाहती थीं, बल्कि इसलिए कि यह वही है जो परमेश्वर चाहता था"" (देखें: [[rc://en/ta/man/translate/figs-personification]])"
ROM	8	21	l6qc	figs-activepassive		0	the creation itself will be delivered	"आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""परमेश्वर सृष्टि को बचाएगा"" (देखें: [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	8	21	ba5h	figs-metaphor		0	from slavery to decay	"यहाँ दासत्व में नाश होना निश्चित रूप से नाश होने के लिए एक रूपक है। वैकल्पिक अनुवाद: ""एक दास के समान नाश होने से"" (देखें: [[rc://en/ta/man/translate/figs-metaphor]])"
ROM	8	21	tx57	figs-metaphor		0	that it will be brought into the freedom of the glory of the children of God	"यहाँ स्वतंत्रता नाश के विपरीत है। यह एक रूपक है जिसका अर्थ है कि सृष्टि का नाश नहीं होगा। वैकल्पिक अनुवाद: ""कि यह परमेश्वर के बच्चों के समान नाश से महिमामय रूप से स्वतंत्र हो जाएगा"" (देखें: [[rc://en/ta/man/translate/figs-metaphor]])
ROM    8    22    सृष्टि की तुलना एक बच्चे को जन्म देते समय कराहती हुई स्त्री से की जाती है। वैकल्पिक अनुवाद: ""क्योंकि हम जानते हैं कि परमेश्वर ने जो कुछ भी बनाया है वह सब कुछ स्वतंत्र होना चाहता है और उसके लिए कराहना चाहता है जैसे कि एक स्त्री जन्म देती है"" (देखें: [[rc://en/ta/man/translate/figs-metaphor]])
ROM    8    23    यहाँ ""हमारी गोद लेने"" का अर्थ है जब हम गोद लिए हुए बच्चों के रूप में परमेश्वर के परिवार के पूर्ण सदस्य बन जाते हैं। ""छुटकारे"" शब्द का अर्थ है जब परमेश्वर हमें बचाता है। वैकल्पिक अनुवाद: ""जब हम परमेश्वर के परिवार के पूर्ण सदस्य होते हैं तो वह प्रतीक्षा करता है और वह हमारे शरीर को नाश और मृत्यु से बचाता है"" (देखें: [[rc://en/ta/man/translate/figs-explicit]] और [[rc://en/ta/man/translate/figs-metaphor]])
ROM    8    24    आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""परमेश्वर ने हमें बचाया क्योंकि हमें उससे उम्मीद थी"" (देखें: [[rc://en/ta/man/translate/figs-activepassive]])
ROM    8    24    पौलुस अपने दर्शकों को यह समझने में सहायता करने के लिए एक प्रश्न का उपयोग करता है कि ""आशा"" क्या है। वैकल्पिक अनुवाद: ""लेकिन अगर हम आत्मविश्वास से इंतजार कर रहे हैं, तो इसका अर्थ है कि हमारे पास अभी तक वह नहीं है जो हम चाहते हैं। कोई भी आत्मविश्वास से इंतजार नहीं कर सकता है अगर उसके पास पहले से ही वह है जो वह चाहता है ”(देखें: [[rc://en/ta/man/translate/figs-rquestion]])
ROM    8    26    हालाँकि, पौलुस इस बात पर जोर देता रहा है कि शरीर और आत्मा के बीच विश्वासियों में संघर्ष है, वह इस बात की पुष्टि करता है कि आत्मा हमारी सहायता कर रहा है।
ROM    8    26    कराहना जिसे हम शब्दों में व्यक्त नहीं कर सकते"
ROM	8	27	tq4n	figs-metonymy		0	He who searches the hearts	"यहाँ ""वह"" यीशु को सन्दर्भित करता है। यहाँ ""मन"" एक व्यक्ति के विचारों और भावनाओं के लिए एक उपनाम है। वाक्यांश ""मनों का जाँचने वाला"" विचारों और भावनाओं की जाँच करने के लिए एक रूपक है। वैकल्पिक अनुवाद: ""परमेश्वर, जो हमारे सभी विचारों और भावनाओं को जानता है"" (देखें: [[rc://en/ta/man/translate/figs-metonymy]] और [[rc://en/ta/man/translate/figs-metaphor]])"
ROM	8	28	w4rz			0	Connecting Statement:	पौलुस विश्वासियों को याद दिलाता है कि कुछ भी उन्हें परमेश्वर के प्रेम से अलग नहीं कर सकता है।
ROM	8	28	q3ce	figs-activepassive		0	for those who are called	"आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""उन मनुष्यों के लिए जिन्हें परमेश्वर ने चुना"" (देखें: [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	8	29	m3vv			0	those whom he foreknew	जिन मनुष्यों को वह जानता था, उन्हें भी उसने बनाया था
ROM	8	29	rg4t			0	he also predestined	"उसने इसे अपनी नियति बना लिया या ""उसने पहले से योजना बनाई"""
ROM	8	29	xhn2	figs-activepassive		0	to be conformed to the image of his Son	"परमेश्वर की रचना करने की शुरुआत से पहले परमेश्वर ने उन मनुष्यों को विकसित करने की योजना बनाई जो यीशु, परमेश्वर के पुत्र, जो यीशु जैसे में विश्वास करते हैं। आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""कि वह उन्हें अपने पुत्र के समान बदल देगा"" (देखें: [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	8	29	yuw2	guidelines-sonofgodprinciples		0	Son	यह परमेश्वर के पुत्र यीशु के लिए एक महत्वपूर्ण उपाधि है। (देखें: [[rc://en/ta/man/translate/guidelines-sonofgodprinciples]])
ROM	8	29	lf49			0	that he might be the firstborn	ताकि उसका पुत्र पहलौठा हो
ROM	8	29	s552	figs-explicit		0	among many brothers	"यहाँ ""भाइयों"" सभी विश्वासियों को संदर्भित करता है, पुरुष और स्त्री दोनों को। वैकल्पिक अनुवाद: ""कई भाइयों और बहनों में से जो परमेश्वर के परिवार से संबंधित हैं"" (देखें: [[rc://en/ta/man/translate/figs-explicit]])"
ROM	8	30	hg3f			0	Those whom he predestined	जिनके लिए परमेश्वर ने पहले से योजना बनाई थी
ROM	8	30	g1y3	figs-explicit		0	these he also justified	"यहाँ ""ठहराया"" पूर्वकाल में है कि यह निश्चित रूप से होगा। वैकल्पिक अनुवाद: ""ये उसने खुद के साथ सही रखा"" (देखें: [[rc://en/ta/man/translate/figs-explicit]])"
ROM	8	30	g29g	figs-explicit		0	these he also glorified	"""महिमामय"" शब्द भूतकाल में है इस बात पर जोर देने के लिए कि यह निश्चित रूप से होगा। वैकल्पिक अनुवाद: ""ये भी महिमा करेंगे"" (देखें: [[rc://en/ta/man/translate/figs-explicit]])"
ROM	8	31	xpu3	figs-rquestion		0	What then shall we say about these things? If God is for us, who is against us?	"पौलुस उस मुख्य मुद्दे पर जोर देने के लिए प्रश्नों का उपयोग करता है जो उसने पहले कहे थे। वैकल्पिक अनुवाद: ""यह वह है जो हमें इस सब से पता होना चाहिए: क्योंकि परमेश्वर हमारी सहायता कर रहा है, कोई भी हमें नहीं हरा सकता"" (देखें: [[rc://en/ta/man/translate/figs-rquestion]])"
ROM	8	32	l73i	guidelines-sonofgodprinciples		0	He who did not spare his own Son	"पिता परमेश्वर ने परमेश्वर के पुत्र, यीशु मसीह को मानवता के पाप के विरुद्ध परमेश्वर के अनंत, पवित्र स्वभाव को संतुष्ट करने के लिए आवश्यक पवित्र, अनंत बलिदान के रूप में क्रूस पर भेजा। यहाँ ""पुत्र"" यीशु, परमेश्वर के पुत्र के लिए एक महत्वपूर्ण उपाधि है। (देखें: [[rc://en/ta/man/translate/guidelines-sonofgodprinciples]])"
ROM	8	32	b3au			0	but delivered him up	लेकिन उसे उसके दुश्मनों के नियंत्रण में रखा
ROM	8	32	gk4l	figs-rquestion		0	how will he not also with him freely give us all things?	"पौलुस जोर देने के लिए एक प्रश्न का उपयोग कर रहा है। वैकल्पिक अनुवाद: ""वह निश्चित रूप से और स्वतंत्र रूप से हमें सभी चीजें देगा!"" (देखें: [[rc://en/ta/man/translate/figs-rquestion]])"
ROM	8	32	rib2			0	freely give us all things	कृपया हमें सभी चीजें दो
ROM	8	33	vr1b	figs-rquestion		0	Who will bring any accusation against God's chosen ones? God is the one who justifies	"पौलुस जोर देने के लिए एक प्रश्न का उपयोग करता है। वैकल्पिक अनुवाद: ""कोई भी हमें परमेश्वर के सामने दोष नहीं लगा सकता क्योंकि वह वही है जो हमें उसके साथ सही बनाता है"" (देखें: [[rc://en/ta/man/translate/figs-rquestion]])"
ROM	8	34	vt5r	figs-rquestion		0	Who is the one who condemns?	"पौलुस जोर देने के लिए एक प्रश्न का उपयोग करता है। उसे जवाब की उम्मीद नहीं है। वैकल्पिक अनुवाद: ""कोई हमारी निंदा नहीं करेगा!"" (देखें: [[rc://en/ta/man/translate/figs-rquestion]])"
ROM	8	34	vd8g	translate-symaction		0	who is at the right hand of God	"""परमेश्वर के दाहिने हाथ"" पर होना परमेश्वर से महान सम्मान और अधिकार प्राप्त करने का एक प्रतीकात्मक कार्य है। वैकल्पिक अनुवाद: ""जो परमेश्वर के बगल में सम्मान की जगह पर बैठा है"" (देखें: [[rc://en/ta/man/translate/translate-symaction]])"
ROM	8	35	h9ba	figs-rquestion		0	Who will separate us from the love of Christ?	"पौलुस इस प्रश्न का उपयोग यह सिखाने के लिए करता है कि कुछ भी हमें मसीह के प्रेम से अलग नहीं कर सकता है। वैकल्पिक अनुवाद: ""कोई भी हमें मसीह के प्रेम से अलग नहीं करेगा!"" या ""कुछ भी कभी भी हमें मसीह के प्रेम से अलग नहीं करेगा!"" (देखें: [[rc://en/ta/man/translate/figs-rquestion]])"
ROM	8	35	m2hl	figs-ellipsis		0	Tribulation, or distress, or persecution, or hunger, or nakedness, or danger, or sword?	"शब्द ""हमें मसीह के प्रेम से अलग करेगा"" पिछले प्रश्न से समझ लिया गया है।  वैकल्पिक अनुवाद: ""क्या क्लेश, या संकट, या उपद्रव, या अकाल, या नंगाई, या जोखिम, या तलवार हमें मसीह के प्रेम से अलग करती है?"" (देखें: [[rc://en/ta/man/translate/figs-ellipsis]])"
ROM	8	35	ldx1	figs-rquestion		0	Tribulation, or distress, or persecution, or hunger, or nakedness, or danger, or sword?	"पौलुस इस प्रश्न का उपयोग इस बात पर जोर देने के लिए करता है कि यहाँ तक कि ये चीजें हमें मसीह के प्रेम से अलग नहीं कर सकती हैं। वैकल्पिक अनुवाद: ""यहाँ तक कि क्लेश, संकट, उत्पीड़न, भूख, नंगेपन, खतरे और तलवार हमें मसीह के प्रेम से अलग नहीं कर सकते।"" (देखें: [[rc://en/ta/man/translate/figs-rquestion]])"
ROM	8	35	qe2z	figs-abstractnouns		0	Tribulation, or distress, or persecution, or hunger, or nakedness, or danger, or sword?	"भाववाचक संज्ञाओं को क्रिया वाक्यांशों के साथ व्यक्त किया जा सकता है। यहाँ ""तलवार"" एक लक्षणालंकार है जो हिंसक रूप से मारे जाने का प्रतिनिधित्व करती है। वैकल्पिक अनुवाद: ""भले ही मनुष्य हमें परेशान करते हैं, हमें चोट पहुँचाते हैं, हमारे कपड़े और भोजन छीन लेते हैं, या हमें मार देते हैं, वे हमें मसीह के प्रेम से अलग नहीं कर सकते।"" (देखें: [[rc://en/ta/man/translate/figs-abstractnouns]] और [[rc://en/ta/man/translate/figs-metonymy]])"
ROM	8	35	q2dc	figs-doublet		0	Tribulation, or distress	इन दोनों शब्दों का अर्थ एक ही है। (देखें: [[rc://en/ta/man/translate/figs-doublet]])
ROM	8	36	t67y	figs-you		0	For your benefit	"यहाँ ""आपका"" एकवचन है और परमेश्वर को संदर्भित करता है। वैकल्पिक अनुवाद: ""तेरे लिए"" (देखें: [[rc://en/ta/man/translate/figs-you]])"
ROM	8	36	s7wj	figs-inclusive		0	we are killed all day long	"यहाँ ""हम"" उसी को संदर्भित करता है जिसने पवित्रशास्त्र के इस भाग को लिखा था, लेकिन उसके श्रोताओं को नहीं, जो परमेश्वर था। वाक्यांश ""पूरे दिन"" एक अतिशयोक्ति है जो इस बात पर जोर देने के लिए है कि वे कितने खतरे में हैं। पौलुस पवित्रशास्त्र के इस भाग का उपयोग यह दिखाने के लिए करता है कि सभी जो परमेश्वर के हैं, उन्हें कठिन समय की अपेक्षा करनी चाहिए। इसका सक्रिय रूप में अनुवाद किया जा सकता है। वैकल्पिक अनुवाद: ""हमारे दुश्मन लगातार हमें मारना चाहते हैं"" (देखें: [[rc://en/ta/man/translate/figs-inclusive]] और [[rc://en/ta/man/translate/figs-hyperbole]] और [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	8	36	g3pi	figs-simile		0	We were considered as sheep for the slaughter	"यहाँ पौलुस पशुधन की तुलना उन मनुष्यों से करता है जिन्हें मनुष्य मारते हैं क्योंकि वे परमेश्वर के प्रति वफादार होते हैं। आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""हमारे जीवन का उनके लिए भेड़ को मारने से अधिक मूल्य नहीं है"" (देखें: [[rc://en/ta/man/translate/figs-simile]] और [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	8	37	iui3			0	we are more than conquerors	हमारी पूरी जीत है
ROM	8	37	wcm6	figs-explicit		0	through the one who loved us	"आप यीशु के द्वारा दिखाए गए प्रेम को स्पष्ट कर सकते हैं। वैकल्पिक अनुवाद: ""यीशु के कारण, जो हमसे बहुत प्यार करता था, वह हमारे लिए मरने को तैयार था"" (देखें: [[rc://en/ta/man/translate/figs-explicit]])"
ROM	8	38	fch1			0	I have been convinced	"मैं आश्वस्त हूं या ""मुझे विश्वास है"""
ROM	8	38	js9q			0	governments	संभावित अर्थ हैं 1) दुष्ट या 2) मानव राजा और शासक हैं।
ROM	8	38	q7ti			0	nor powers	इसके संभावित अर्थ हैं 1) सामर्थ के साथ आध्यात्मिक प्राणी या 2) सत्ता के साथ मनुष्य
ROM	9	intro	w6f4			0		"# रोमियों 09 सामान्य टिप्पणियाँ<br>#### संरचना एवं स्वरूपण<br><br>इस अध्याय में, पौलुस जो सिखा रहा था वह उससे अलग विषय पर जाता है। अध्याय 9-11 में, वह इस्राएल के राष्ट्र पर ध्यान केंद्रित करता है। <br><br>कुछ अनुवाद पढ़ने के लिए आसान बनाने के लिए पाठ के बाकी हिस्सों की तुलना में कविता की प्रत्येक पंक्ति को दाईं ओर निर्धारित करते हैं। यूएलटी इस अध्याय के पद  25-29 और 33 के साथ करता है। पौलुस पुराने नियम से इन सभी शब्दों को उद्धृत करता हैं। <br><br> #### इस अध्याय में विशेष अवधारणा <br> <br> ##### शरीर <br> पौलुस इस अध्याय में ""शरीर"" शब्द का उपयोग केवल इजरायल के संदर्भ में करता हैं, मनुष्य शारीरिक रूप से अवरोही हैं इब्राहीम के माध्यम से इब्राहीम, जो परमेश्वर ने इजरायल का नाम दिया। (देखें: [[rc://en/tw/dict/bible/kt/flesh]]) <br> <br> अन्य अध्यायों में, पौलुस “भाई” शब्द का इस्तेमाल साथी मसीहियों के लिए करता है। हालाँकि, इस अध्याय में, वह ""मेरे भाइयों"" का उपयोग अपने रिश्तेदार इस्राएलियों के लिए करता है।<br><br>पौलुस उन मनुष्यों को जो यीशु पर विश्वास करते हैं उन्हें ""परमेश्वर के बच्चे"" और ""प्रतिज्ञा के बच्चे"" के रूप में संदर्भित करता है।""<br><br>#####। पूर्वनियति<br> बहुत से विद्वानों का मानना है कि इस अध्याय में पौलुस बड़े पैमाने पर ""पूर्वनियति"" के विषय पर सिखाता है। यह ""भविष्यवाणी"" की बाइबल अवधारणा से संबंधित है। कुछ इसे दर्शित करने के लिए लेते हैं कि परमेश्वर ने जगत की नींव से पहले, कुछ मनुष्यों को अनंतकाल के लिए चुना है। इस विषय पर बाइबल के बारे में मसीहियों के अलग-अलग विचार हैं। इसलिए अनुवादकों को इस अध्याय का अनुवाद करते समय अधिक ध्यान रखने की आवश्यकता है। (देखें: [[rc://en/tw/dict/bible/kt/predestine]] और [[rc://en/tw/dict/bible/kt/save]])<br><br>#### इस अध्याय के महत्वपूर्ण अलंकार<br><br>##### ठोकर के पत्थर बताते हैं कि जब कुछ अन्यजातियों ने यीशु को अपने उद्धारकर्ता के रूप में स्वीकार किया था, उस पर विश्वास करके, अधिकांश यहूदी अपना उद्धार पाने की कोशिश कर रहे थे इसलिए उन्होंने यीशु को अस्वीकार कर दिया। पौलुस, पुराने नियम के हवाले से, यीशु का वर्णन एक पत्थर के रूप में करता है जो यहूदियों के चलने पर ठोकर देता है। यह ""ठोकर का पत्थर"" उनके ""गिरने"" का कारण बनता है। (देखें: [[rc://en/ta/man/translate/figs-metaphor]])<br><br>#### इस अध्याय में अन्य संभावित अनुवाद की कठिनाइयाँ<br><br>##### ""इस्राएल का हर कोई नहीं है जो वास्तव में इस्राएल से संबंधित है।""<br>पौलुस इस पद में ""इस्राएल"" शब्द का उपयोग विभिन्न अर्थ के साथ करता है। पहले ""इस्राएल"" का अर्थ है याकूब के माध्यम से अब्राहम के शारीरिक वंशज। दूसरा ""इस्राएल"" का अर्थ है जो विश्वास के माध्यम से परमेश्वर के मनुष्य हैं। यूएसटी इसे दर्शाता है।<br>"
ROM	9	1	b89f			0	Connecting Statement:	पौलुस अपनी व्यक्तिगत इच्छा के बारे में बताता है कि इस्राएल के मनुष्य बच जाएँगे। फिर वह उन अलग-अलग तरीकों पर ज़ोर देता है जिनमें परमेश्वर ने उन्हें विश्वास करने के लिए तैयार किया है।
ROM	9	1	yg93	figs-doublet		0	I tell the truth in Christ. I do not lie	इन दो भावों का अर्थ मूल रूप से एक ही बात है। पौलुस उनका उपयोग इस बात पर जोर देने के लिए करता है कि वह सच कह रहा है। (देखें: [[rc://en/ta/man/translate/figs-doublet]])
ROM	9	1	h9mp			0	my conscience bears witness with me in the Holy Spirit	पवित्र-आत्मा मेरे विवेक को नियंत्रित करता है और पुष्टि करता है जो मैं कहता हूँ
ROM	9	2	jx3a	figs-idiom		0	that for me there is great sorrow and unceasing pain in my heart	"यहाँ ""मेरा मन सदा दुःखता रहता है"" एक मुहावरा है जिसका उपयोग पौलुस अपनी भावनात्मक परेशानी को साझा करने के लिए करता है। वैकल्पिक अनुवाद: ""मैं तुमसे कहता हूँ कि मैं बहुत विस्तृत रूप से और गहराई से शोक मनाता हूँ"" (देखें: [[rc://en/ta/man/translate/figs-idiom]])"
ROM	9	2	jky1	figs-doublet		0	great sorrow and unceasing pain	इन दो भावों का अर्थ मूल रूप से एक ही बात है। पौलुस उनका एक साथ उपयोग इस बात पर जोर देने के लिए करता है कि उसकी भावनाएँ कितनी विस्तृत हैं। (देखें: [[rc://en/ta/man/translate/figs-doublet]])
ROM	9	3	rh5h	figs-activepassive		0	For I could wish that I myself would be cursed and set apart from Christ for the sake of my brothers, those of my own race according to the flesh	"आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""मैं व्यक्तिगत रूप से परमेश्वर का श्राप लेने के लिए और मुझे हमेशा के लिए मसीह से अलग करने के लिए तैयार रहूँगा अगर यह मेरे साथी इस्राएलियों को, मेरे अपने मनुष्यों के समूह को मसीह पर विश्वास करने में सहायता करेगा"" (देखें: [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	9	3	eg9b			0	brothers	यहाँ इसका अर्थ पुरुष और महिला सहित दोनों संगी विश्वासी है।
ROM	9	4	p1ys			0	They are Israelites	वे, मेरी तरह, इस्राएली हैं। परमेश्वर ने उन्हें याकूब का वंशज चुना
ROM	9	4	l6vs	figs-metaphor		0	They have adoption	"यहाँ पौलुस ""लेपालकपन"" के रूपक का उपयोग यह दर्शित करने के लिए करता है कि इस्राएली परमेश्वर के बच्चों के समान हैं। वैकल्पिक अनुवाद: ""उनके पास उनके पिता के रूप में परमेश्वर है"" (देखें: [[rc://en/ta/man/translate/figs-metaphor]])"
ROM	9	6	s2ma			0	Connecting Statement:	पौलुस इस बात पर जोर देता है कि जो मनुष्य इस्राएल के परिवार में पैदा हुए हैं वे वास्तव में विश्वास के माध्यम से केवल इस्राएल का एक सच्चा हिस्सा बन सकते हैं।
ROM	9	6	equ8			0	But it is not as though the promises of God have failed	"लेकिन परमेश्वर अपने वादों को निभाने में असफल नहीं हुआ है या ""परमेश्वर ने अपने वादे निभाए हैं"""
ROM	9	6	wy8z			0	For it is not everyone in Israel who truly belongs to Israel	परमेश्वर ने इस्राएल (या याकूब) के सभी शारीरिक वंशों से अपने वादे नहीं किए, बल्कि अपने आध्यात्मिक वंशजों से, अर्थात ,जो यीशु पर भरोसा करते हैं।
ROM	9	7	s3rj			0	Neither are all Abraham's descendants truly his children	और न ही वे सभी परमेश्वर के बच्चे इसलिए हैं क्योंकि वे अब्राहम के वंशज हैं
ROM	9	8	s5xa	figs-metonymy		0	the children of the flesh are not	"यहाँ ""शरीर की सन्तान"" एक उपनाम है जो अब्राहम के शारीरिक वंशजों को संदर्भित करता है। वैकल्पिक अनुवाद: ""इब्राहीम के सभी वंशज नहीं"" (देखें: [[rc://en/ta/man/translate/figs-metonymy]])"
ROM	9	8	y17u	figs-metaphor		0	children of God	यह एक रूपक है जो उन मनुष्यों को संदर्भित करता है जो आध्यात्मिक वंशज हैं, जो यीशु में विश्वास रखते हैं। (देखें: [[rc://en/ta/man/translate/figs-metaphor]])
ROM	9	8	ta8t			0	children of the promise	यह उन मनुष्यों को संदर्भित करता है जो उन वादों को विरासत में प्राप्त करेंगे जो परमेश्वर ने अब्राहम को दिए थे।
